Date;Time;T;U;WW;c
14.08.2015 0:00;21:00;17,6;69; ;20–30%.
14.08.2015 0:00;18:00;19;58; ;20–30%.
14.08.2015 0:00;15:00;19,2;61; ;70 – 80%.
14.08.2015 0:00;12:00;18,6;52; ;60%.
14.08.2015 0:00;9:00;15,5;63; ;20–30%.
14.08.2015 0:00;6:00;11,5;76; ;Облаков нет.
14.08.2015 0:00;3:00;12,8;71; ;Облаков нет.
14.08.2015 0:00;0:00;14,6;67; ;Облаков нет.
15.08.2015 0:00;21:00;17,5;54; ;Облаков нет.
15.08.2015 0:00;18:00;21;38; ;Облаков нет.
15.08.2015 0:00;15:00;20,5;43; ;20–30%.
15.08.2015 0:00;12:00;19,1;46; ;20–30%.
15.08.2015 0:00;9:00;16,4;67; ;Облаков нет.
15.08.2015 0:00;6:00;13,9;81; ;Облаков нет.
15.08.2015 0:00;3:00;14,8;85; ;20–30%.
15.08.2015 0:00;0:00;17,2;85; ;70 – 80%.
16.08.2015 0:00;21:00;14;72;Облака в целом рассеиваются или становятся менее развитыми. ;Облаков нет.
16.08.2015 0:00;18:00;15,7;62;Облака в целом рассеиваются или становятся менее развитыми. ;40%.
16.08.2015 0:00;15:00;14;72;Морось незамерзающая непрерывная слабая в срок наблюдения. ;100%.
16.08.2015 0:00;12:00;14,8;70;Состояние неба в общем не изменилось. ;90  или более, но не 100%
16.08.2015 0:00;9:00;13,2;76; ;100%.
16.08.2015 0:00;6:00;12,1;76; ;10%  или менее, но не 0
16.08.2015 0:00;3:00;13,1;73; ;Облаков нет.
16.08.2015 0:00;0:00;15,4;60; ;Облаков нет.
17.08.2015 0:00;21:00;16,8;53; ;10%  или менее, но не 0
17.08.2015 0:00;18:00;19,2;37; ;20–30%.
17.08.2015 0:00;15:00;19,6;38; ;10%  или менее, но не 0
17.08.2015 0:00;12:00;16,7;56; ;Облаков нет.
17.08.2015 0:00;9:00;14;71; ;70 – 80%.
17.08.2015 0:00;6:00;10,2;90; ;20–30%.
17.08.2015 0:00;3:00;10,4;95; ;Облаков нет.
17.08.2015 0:00;0:00;11,4;90; ;Облаков нет.
18.08.2015 0:00;21:00;13,4;62; ;Облаков нет.
18.08.2015 0:00;18:00;16,7;50; ;Облаков нет.
18.08.2015 0:00;15:00;16,9;49; ;40%.
18.08.2015 0:00;12:00;14,5;58; ;70 – 80%.
18.08.2015 0:00;9:00;13,4;62; ;90  или более, но не 100%
18.08.2015 0:00;6:00;11;73; ;60%.
18.08.2015 0:00;3:00;11;70; ;20–30%.
18.08.2015 0:00;0:00;13,9;69; ;Облаков нет.
19.08.2015 0:00;21:00;16;75; ;Облаков нет.
19.08.2015 0:00;18:00;18,6;63; ;Облаков нет.
19.08.2015 0:00;15:00;19,1;55; ;Облаков нет.
19.08.2015 0:00;12:00;18,4;49; ;40%.
19.08.2015 0:00;9:00;14,4;63; ;Облаков нет.
19.08.2015 0:00;6:00;9,1;94; ;Облаков нет.
19.08.2015 0:00;3:00;9,6;91; ;Облаков нет.
19.08.2015 0:00;0:00;10,8;79; ;Облаков нет.
20.08.2015 0:00;21:00;19;58; ;Облаков нет.
20.08.2015 0:00;18:00;23,4;42; ;Облаков нет.
20.08.2015 0:00;15:00;22,9;52; ;10%  или менее, но не 0
20.08.2015 0:00;12:00;21;67; ;10%  или менее, но не 0
20.08.2015 0:00;9:00;17,7;82; ;Облаков нет.
20.08.2015 0:00;6:00;11,9;96; ;10%  или менее, но не 0
20.08.2015 0:00;3:00;12,4;95; ;Облаков нет.
20.08.2015 0:00;0:00;13,3;93; ;Облаков нет.
21.08.2015 0:00;21:00;18,7;65; ;10%  или менее, но не 0
21.08.2015 0:00;18:00;22,8;41; ;20–30%.
21.08.2015 0:00;15:00;24;44; ;10%  или менее, но не 0
21.08.2015 0:00;12:00;21,5;68; ;Облаков нет.
21.08.2015 0:00;9:00;18,2;87; ;10%  или менее, но не 0
21.08.2015 0:00;6:00;15,5;94; ;Облаков нет.
21.08.2015 0:00;3:00;15,8;94; ;Облаков нет.
21.08.2015 0:00;0:00;17;92; ;Облаков нет.
22.08.2015 0:00;21:00;19,1;63; ;Облаков нет.
22.08.2015 0:00;18:00;23,4;51; ;Облаков нет.
22.08.2015 0:00;15:00;22,6;64; ;Облаков нет.
22.08.2015 0:00;12:00;20,5;77; ;Облаков нет.
22.08.2015 0:00;9:00;18,3;83; ;20–30%.
22.08.2015 0:00;6:00;15,8;96;Дымка. ;40%.
22.08.2015 0:00;3:00;15,9;90; ;Облаков нет.
22.08.2015 0:00;0:00;16,8;81; ;Облаков нет.
23.08.2015 0:00;21:00;18,5;67; ;Облаков нет.
23.08.2015 0:00;18:00;23,9;31; ;Облаков нет.
23.08.2015 0:00;15:00;25,5;43; ;40%.
23.08.2015 0:00;12:00;23,9;54; ;Облаков нет.
23.08.2015 0:00;9:00;19,1;75; ;Облаков нет.
23.08.2015 0:00;6:00;13,9;97; ;Облаков нет.
23.08.2015 0:00;3:00;15,3;96; ;Облаков нет.
23.08.2015 0:00;0:00;16,6;86; ;Облаков нет.
24.08.2015 0:00;21:00;21,8;35; ;Облаков нет.
24.08.2015 0:00;18:00;24,8;31; ;Облаков нет.
24.08.2015 0:00;15:00;24;33; ;Облаков нет.
24.08.2015 0:00;12:00;22,4;43; ;Облаков нет.
24.08.2015 0:00;9:00;17,6;56; ;Облаков нет.
24.08.2015 0:00;6:00;14,9;70; ;Облаков нет.
24.08.2015 0:00;3:00;17;64; ;Облаков нет.
25.08.2015 0:00;21:00;21,1;49; ;70 – 80%.
25.08.2015 0:00;18:00;23,7;36; ;90  или более, но не 100%
25.08.2015 0:00;15:00;24,2;38; ;90  или более, но не 100%
25.08.2015 0:00;12:00;22,9;42; ;90  или более, но не 100%
25.08.2015 0:00;9:00;19,8;53; ;40%.
25.08.2015 0:00;6:00;13,2;86; ;10%  или менее, но не 0
25.08.2015 0:00;3:00;14,3;78; ;Облаков нет.
25.08.2015 0:00;0:00;19,2;45; ;Облаков нет.
26.08.2015 0:00;21:00;18;87;Морось незамерзающая непрерывная слабая в срок наблюдения. ;100%.
26.08.2015 0:00;18:00;19,5;85;Морось (незамерзающая) или снежные зерна неливневые. ;100%.
26.08.2015 0:00;15:00;24,5;49; ;90  или более, но не 100%
26.08.2015 0:00;12:00;24,9;47; ;70 – 80%.
26.08.2015 0:00;9:00;19,3;62; ;20–30%.
26.08.2015 0:00;6:00;15,6;75; ;20–30%.
26.08.2015 0:00;3:00;17,2;69; ;70 – 80%.
26.08.2015 0:00;0:00;19,2;57; ;90  или более, но не 100%
27.08.2015 0:00;21:00;18,2;69; ;70 – 80%.
27.08.2015 0:00;18:00;20,8;50; ;40%.
27.08.2015 0:00;15:00;20,5;68; ;60%.
27.08.2015 0:00;12:00;20,5;66; ;20–30%.
27.08.2015 0:00;9:00;17,4;84; ;70 – 80%.
27.08.2015 0:00;6:00;16,7;86; ;90  или более, но не 100%
27.08.2015 0:00;3:00;16,9;86;Состояние неба в общем не изменилось. ;60%.
27.08.2015 0:00;0:00;17,6;84;Состояние неба в общем не изменилось. ;60%.
28.08.2015 0:00;21:00;18;88;Состояние неба в общем не изменилось. ;100%.
28.08.2015 0:00;18:00;18,1;91;Дождь незамерзающий непрерывный умеренный в срок наблюдения. ;100%.
28.08.2015 0:00;15:00;17,2;93;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
28.08.2015 0:00;12:00;17;92;Состояние неба в общем не изменилось. ;100%.
28.08.2015 0:00;9:00;16,2;91;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
28.08.2015 0:00;6:00;16,8;77;Морось незамерзающая непрерывная слабая в срок наблюдения. ;100%.
28.08.2015 0:00;3:00;17,8;70; ;90  или более, но не 100%
28.08.2015 0:00;0:00;17,9;72; ;20–30%.
29.08.2015 0:00;21:00;17,5;71; ;60%.
29.08.2015 0:00;18:00;19,2;68; ;60%.
29.08.2015 0:00;15:00;19,3;62; ;60%.
29.08.2015 0:00;12:00;18,2;63; ;40%.
29.08.2015 0:00;9:00;15,9;85;Дождь (незамерзающий) неливневый. ;70 – 80%.
29.08.2015 0:00;6:00;15,8;91; ;70 – 80%.
29.08.2015 0:00;3:00;17,3;87; ;100%.
29.08.2015 0:00;0:00;17,5;82; ;60%.
30.08.2015 0:00;21:00;16,5;83; ;40%.
30.08.2015 0:00;18:00;18,2;67; ;40%.
30.08.2015 0:00;15:00;18,7;61; ;40%.
30.08.2015 0:00;12:00;18,3;63; ;20–30%.
30.08.2015 0:00;9:00;16,3;72; ;Облаков нет.
30.08.2015 0:00;6:00;14;81; ;Облаков нет.
30.08.2015 0:00;3:00;16,4;74; ;40%.
30.08.2015 0:00;0:00;17,5;85; ;70 – 80%.
31.08.2015 0:00;21:00;17,6;75;Дождь (незамерзающий) неливневый. ;90  или более, но не 100%
31.08.2015 0:00;18:00;18,7;61; ;70 – 80%.
31.08.2015 0:00;15:00;20,6;59; ;40%.
31.08.2015 0:00;12:00;19;67; ;20–30%.
31.08.2015 0:00;9:00;15,2;79; ;Облаков нет.
31.08.2015 0:00;6:00;12,1;93; ;Облаков нет.
31.08.2015 0:00;3:00;14;87; ;Облаков нет.
31.08.2015 0:00;0:00;15,4;85; ;Облаков нет.
01.09.2015 0:00;21:00;17,1;75; ;100%.
01.09.2015 0:00;18:00;19;64; ;100%.
01.09.2015 0:00;15:00;20,2;54; ;90  или более, но не 100%
01.09.2015 0:00;12:00;18,9;70; ;70 – 80%.
01.09.2015 0:00;9:00;15,9;86; ;100%.
01.09.2015 0:00;6:00;13,6;93; ;100%.
01.09.2015 0:00;3:00;14;87; ;20–30%.
01.09.2015 0:00;0:00;15,4;85; ;20–30%.
02.09.2015 0:00;21:00;14,6;70; ;100%.
02.09.2015 0:00;18:00;15,9;67; ;100%.
02.09.2015 0:00;15:00;18,2;57; ;100%.
02.09.2015 0:00;12:00;18,1;68; ;70 – 80%.
02.09.2015 0:00;9:00;14,8;82; ;70 – 80%.
02.09.2015 0:00;6:00;12,3;96; ;20–30%.
02.09.2015 0:00;3:00;13,1;96; ;20–30%.
02.09.2015 0:00;0:00;14,2;91; ;60%.
03.09.2015 0:00;21:00;13,3;78; ;90  или более, но не 100%
03.09.2015 0:00;18:00;14,4;76; ;90  или более, но не 100%
03.09.2015 0:00;15:00;14,1;76;Состояние неба в общем не изменилось. ;90  или более, но не 100%
03.09.2015 0:00;12:00;12,9;79;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;100%.
03.09.2015 0:00;9:00;12;80; ;90  или более, но не 100%
03.09.2015 0:00;6:00;11,8;77; ;100%.
03.09.2015 0:00;3:00;12,6;75; ;100%.
03.09.2015 0:00;0:00;14,1;72; ;100%.
04.09.2015 0:00;21:00;15,6;75; ;60%.
04.09.2015 0:00;18:00;18;61; ;70 – 80%.
04.09.2015 0:00;15:00;17,9;65; ;60%.
04.09.2015 0:00;12:00;15,8;75; ;90  или более, но не 100%
04.09.2015 0:00;9:00;14,3;81; ;90  или более, но не 100%
04.09.2015 0:00;6:00;12,1;92; ;90  или более, но не 100%
04.09.2015 0:00;3:00;12,9;85; ;70 – 80%.
04.09.2015 0:00;0:00;13,4;82; ;70 – 80%.
05.09.2015 0:00;21:00;14,6;80;Состояние неба в общем не изменилось. ;90  или более, но не 100%
05.09.2015 0:00;18:00;16,5;72;Гроза (с осадками или без них). ;90  или более, но не 100%
05.09.2015 0:00;15:00;17,9;62; ;90  или более, но не 100%
05.09.2015 0:00;12:00;16,2;70; ;100%.
05.09.2015 0:00;9:00;14;81; ;100%.
05.09.2015 0:00;6:00;13,4;89; ;100%.
05.09.2015 0:00;3:00;13,6;84; ;100%.
05.09.2015 0:00;0:00;14,1;81; ;100%.
06.09.2015 0:00;21:00;14,3;87;Состояние неба в общем не изменилось. ;40%.
06.09.2015 0:00;18:00;19,3;56; ;70 – 80%.
06.09.2015 0:00;15:00;19;58; ;20–30%.
06.09.2015 0:00;12:00;13,6;83; ;90  или более, но не 100%
06.09.2015 0:00;9:00;12,6;83; ;Облаков нет.
06.09.2015 0:00;6:00;11,7;89; ;Облаков нет.
06.09.2015 0:00;3:00;12,4;85; ;20–30%.
06.09.2015 0:00;0:00;13,7;84; ;40%.
07.09.2015 0:00;21:00;13,6;84;Состояние неба в общем не изменилось. ;70 – 80%.
07.09.2015 0:00;18:00;14,4;82;Состояние неба в общем не изменилось. ;70 – 80%.
07.09.2015 0:00;15:00;15,5;82;Ливневый(ые) дождь(и). ;90  или более, но не 100%
07.09.2015 0:00;12:00;13,1;86;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
07.09.2015 0:00;9:00;13,3;88;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;100%.
07.09.2015 0:00;6:00;11,5;95; ;70 – 80%.
07.09.2015 0:00;3:00;11,3;94; ;40%.
07.09.2015 0:00;0:00;12,5;91; ;70 – 80%.
08.09.2015 0:00;21:00;12;88;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;90  или более, но не 100%
08.09.2015 0:00;18:00;12,2;88;Ливневый(ые) дождь(и). ;100%.
08.09.2015 0:00;15:00;14,3;67; ;100%.
08.09.2015 0:00;12:00;14,9;64; ;90  или более, но не 100%
08.09.2015 0:00;9:00;13,2;72; ;90  или более, но не 100%
08.09.2015 0:00;6:00;11,2;90; ;20–30%.
08.09.2015 0:00;3:00;11,4;89; ;70 – 80%.
08.09.2015 0:00;0:00;12,3;87; ;90  или более, но не 100%
09.09.2015 0:00;21:00;12;74; ;40%.
09.09.2015 0:00;18:00;14,6;64; ;70 – 80%.
09.09.2015 0:00;15:00;14,2;63; ;100%.
09.09.2015 0:00;12:00;14,9;69; ;40%.
09.09.2015 0:00;9:00;12;81; ;10%  или менее, но не 0
09.09.2015 0:00;6:00;10,6;89; ;20–30%.
09.09.2015 0:00;3:00;11,4;88; ;90  или более, но не 100%
09.09.2015 0:00;0:00;10,6;89; ;20–30%.
10.09.2015 0:00;21:00;13,9;78; ;20–30%.
10.09.2015 0:00;18:00;17,8;65; ;20–30%.
10.09.2015 0:00;15:00;17,1;69; ;40%.
10.09.2015 0:00;12:00;15,9;73; ;70 – 80%.
10.09.2015 0:00;9:00;12,7;87; ;90  или более, но не 100%
10.09.2015 0:00;6:00;9,6;87; ;100%.
10.09.2015 0:00;3:00;8,6;90; ;100%.
10.09.2015 0:00;0:00;10;83; ;100%.
11.09.2015 0:00;21:00;14,3;63; ;Облаков нет.
11.09.2015 0:00;18:00;19,2;45; ;Облаков нет.
11.09.2015 0:00;15:00;20,2;37; ;Облаков нет.
11.09.2015 0:00;12:00;19;53; ;Облаков нет.
11.09.2015 0:00;9:00;14,4;87; ;Облаков нет.
11.09.2015 0:00;6:00;9,4;97; ;Облаков нет.
11.09.2015 0:00;3:00;10,1;96; ;Облаков нет.
11.09.2015 0:00;0:00;11,2;92; ;Облаков нет.
12.09.2015 0:00;21:00;14,5;74; ;Облаков нет.
12.09.2015 0:00;18:00;18,6;52; ;20–30%.
12.09.2015 0:00;15:00;19,8;43; ;Облаков нет.
12.09.2015 0:00;12:00;17,9;46; ;Облаков нет.
12.09.2015 0:00;9:00;13,9;78; ;Облаков нет.
12.09.2015 0:00;6:00;9,2;96; ;Облаков нет.
12.09.2015 0:00;3:00;9,7;95; ;Облаков нет.
12.09.2015 0:00;0:00;11,6;85; ;Облаков нет.
13.09.2015 0:00;21:00;14,8;70; ;20–30%.
13.09.2015 0:00;18:00;16,8;61; ;90  или более, но не 100%
13.09.2015 0:00;15:00;17,2;65; ;90  или более, но не 100%
13.09.2015 0:00;12:00;19,2;54; ;Облаков нет.
13.09.2015 0:00;9:00;13,7;90; ;90  или более, но не 100%
13.09.2015 0:00;6:00;11,6;95; ;60%.
13.09.2015 0:00;3:00;12;95; ;Облаков нет.
13.09.2015 0:00;0:00;12,1;93; ;Облаков нет.
14.09.2015 0:00;21:00;15,2;56; ;40%.
14.09.2015 0:00;18:00;18;46; ;60%.
14.09.2015 0:00;15:00;18,4;45; ;90  или более, но не 100%
14.09.2015 0:00;12:00;17;61; ;70 – 80%.
14.09.2015 0:00;9:00;12,3;77; ;90  или более, но не 100%
14.09.2015 0:00;6:00;11,3;79; ;90  или более, но не 100%
14.09.2015 0:00;3:00;12,4;73; ;100%.
14.09.2015 0:00;0:00;14;65; ;90  или более, но не 100%
15.09.2015 0:00;21:00;15,4;52; ;70 – 80%.
15.09.2015 0:00;18:00;17;41; ;90  или более, но не 100%
15.09.2015 0:00;15:00;18;36; ;90  или более, но не 100%
15.09.2015 0:00;12:00;13,9;68; ;90  или более, но не 100%
15.09.2015 0:00;9:00;11,8;76; ;20–30%.
15.09.2015 0:00;6:00;9,8;83; ;40%.
15.09.2015 0:00;3:00;11,6;70; ;40%.
15.09.2015 0:00;0:00;13;66; ;20–30%.
16.09.2015 0:00;21:00;15,8;82;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;90  или более, но не 100%
16.09.2015 0:00;18:00;15,9;76;Дождь (незамерзающий) неливневый. ;100%.
16.09.2015 0:00;15:00;15,8;74; ;90  или более, но не 100%
16.09.2015 0:00;12:00;14,7;79; ;100%.
16.09.2015 0:00;9:00;13,8;83; ;100%.
16.09.2015 0:00;6:00;13,1;85; ;70 – 80%.
16.09.2015 0:00;3:00;13,5;76; ;70 – 80%.
16.09.2015 0:00;0:00;14,2;64; ;70 – 80%.
17.09.2015 0:00;21:00;16,7;85; ;100%.
17.09.2015 0:00;18:00;17,3;79; ;100%.
17.09.2015 0:00;15:00;19,1;71; ;90  или более, но не 100%
17.09.2015 0:00;12:00;16,9;80; ;100%.
17.09.2015 0:00;9:00;15,2;89;Дымка. ;100%.
17.09.2015 0:00;6:00;14,9;91; ;100%.
17.09.2015 0:00;3:00;14,8;93;Состояние неба в общем не изменилось. ;100%.
17.09.2015 0:00;0:00;15,1;88;Состояние неба в общем не изменилось. ;100%.
18.09.2015 0:00;21:00;18,1;66;Состояние неба в общем не изменилось. ;100%.
18.09.2015 0:00;18:00;18,7;76;Состояние неба в общем не изменилось. ;10%  или менее, но не 0
18.09.2015 0:00;15:00;22,2;68; ;100%.
18.09.2015 0:00;12:00;20;74; ;40%.
18.09.2015 0:00;9:00;15,4;91; ;100%.
18.09.2015 0:00;6:00;14,7;92; ;90  или более, но не 100%
18.09.2015 0:00;3:00;15;93;Дымка. ;Облаков нет.
18.09.2015 0:00;0:00;15,9;89; ;20–30%.
19.09.2015 0:00;21:00;15,8;71;Состояние неба в общем не изменилось. ;70 – 80%.
19.09.2015 0:00;18:00;15;81;Дождь (незамерзающий) неливневый. ;100%.
19.09.2015 0:00;15:00;17;64; ;100%.
19.09.2015 0:00;12:00;17;64; ;90  или более, но не 100%
19.09.2015 0:00;9:00;14;81; ;50%.
19.09.2015 0:00;6:00;13,8;82; ;70 – 80%.
19.09.2015 0:00;3:00;14,8;74; ;20–30%.
19.09.2015 0:00;0:00;16;71; ;20–30%.
20.09.2015 0:00;21:00;15,1;77;Состояние неба в общем не изменилось. ;20–30%.
20.09.2015 0:00;18:00;15;85;Дождь (незамерзающий) неливневый. ;70 – 80%.
20.09.2015 0:00;15:00;19;53; ;40%.
20.09.2015 0:00;12:00;16,9;65; ;10%  или менее, но не 0
20.09.2015 0:00;9:00;13,3;86; ;70 – 80%.
20.09.2015 0:00;6:00;12,7;86; ;100%.
20.09.2015 0:00;3:00;13,6;81; ;70 – 80%.
20.09.2015 0:00;0:00;14,8;73; ;90  или более, но не 100%
21.09.2015 0:00;21:00;13;97;Морось незамерзающая непрерывная умеренная в срок наблюдения. ;100%.
21.09.2015 0:00;18:00;12,8;93;Морось незамерзающая с перерывами слабая в срок наблюдения. ;100%.
21.09.2015 0:00;15:00;12,9;90;Морось незамерзающая непрерывная умеренная в срок наблюдения. ;100%.
21.09.2015 0:00;12:00;13,6;84;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;100%.
21.09.2015 0:00;9:00;12,6;88;Дождь (незамерзающий) неливневый. ;100%.
21.09.2015 0:00;6:00;12,1;91; ;70 – 80%.
21.09.2015 0:00;3:00;12,7;91; ;20–30%.
21.09.2015 0:00;0:00;14,2;81; ;Облаков нет.
22.09.2015 0:00;21:00;13,5;80; ;40%.
22.09.2015 0:00;18:00;14,7;76; ;90  или более, но не 100%
22.09.2015 0:00;15:00;15,9;68;Состояние неба в общем не изменилось. ;90  или более, но не 100%
22.09.2015 0:00;12:00;14,3;77;Дождь (незамерзающий) неливневый. ;90  или более, но не 100%
22.09.2015 0:00;9:00;12,7;86;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
22.09.2015 0:00;6:00;12,5;85; ;100%.
22.09.2015 0:00;3:00;12,8;88;Состояние неба в общем не изменилось. ;100%.
22.09.2015 0:00;0:00;12,8;90;Состояние неба в общем не изменилось. ;100%.
23.09.2015 0:00;21:00;15,1;66; ;70 – 80%.
23.09.2015 0:00;18:00;16;65; ;90  или более, но не 100%
23.09.2015 0:00;15:00;17;56; ;90  или более, но не 100%
23.09.2015 0:00;12:00;13;77; ;90  или более, но не 100%
23.09.2015 0:00;9:00;10,6;92; ;90  или более, но не 100%
23.09.2015 0:00;6:00;10,3;92; ;90  или более, но не 100%
23.09.2015 0:00;3:00;11,6;88; ;90  или более, но не 100%
23.09.2015 0:00;0:00;12,3;85; ;40%.
24.09.2015 0:00;21:00;19,2;79;Дождь (незамерзающий) неливневый. ;70 – 80%.
24.09.2015 0:00;18:00;21,6;64; ;60%.
24.09.2015 0:00;15:00;22,4;55; ;20–30%.
24.09.2015 0:00;12:00;17,8;60; ;70 – 80%.
24.09.2015 0:00;9:00;13,6;74; ;70 – 80%.
24.09.2015 0:00;6:00;12;84; ;90  или более, но не 100%
24.09.2015 0:00;3:00;12,2;85; ;90  или более, но не 100%
24.09.2015 0:00;0:00;14,4;72; ;70 – 80%.
25.09.2015 0:00;21:00;15,6;79; ;100%.
25.09.2015 0:00;18:00;16,6;68; ;100%.
25.09.2015 0:00;15:00;17,5;74;Состояние неба в общем не изменилось. ;100%.
25.09.2015 0:00;12:00;15,8;80;Дождь (незамерзающий) неливневый. ;100%.
25.09.2015 0:00;9:00;14,8;86; ;90  или более, но не 100%
25.09.2015 0:00;6:00;15,2;88; ;40%.
25.09.2015 0:00;3:00;18,2;84; ;20–30%.
25.09.2015 0:00;0:00;18,9;83; ;60%.
26.09.2015 0:00;21:00;12,4;87; ;90  или более, но не 100%
26.09.2015 0:00;18:00;13,5;81; ;100%.
26.09.2015 0:00;15:00;14,6;87;Состояние неба в общем не изменилось. ;100%.
26.09.2015 0:00;12:00;13;92;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;100%.
26.09.2015 0:00;9:00;12;94;Дождь (незамерзающий) неливневый. ;90  или более, но не 100%
26.09.2015 0:00;6:00;11,6;95;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
26.09.2015 0:00;3:00;12,4;89;Состояние неба в общем не изменилось. ;100%.
26.09.2015 0:00;0:00;14,8;82;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;100%.
27.09.2015 0:00;21:00;12,3;77; ;70 – 80%.
27.09.2015 0:00;18:00;13,1;72; ;70 – 80%.
27.09.2015 0:00;15:00;14,1;68; ;90  или более, но не 100%
27.09.2015 0:00;12:00;13,5;73; ;70 – 80%.
27.09.2015 0:00;9:00;10;97; ;90  или более, но не 100%
27.09.2015 0:00;6:00;8,7;97;Дымка. ;Облаков нет.
27.09.2015 0:00;3:00;9,4;97; ;40%.
27.09.2015 0:00;0:00;10,7;95; ;40%.
28.09.2015 0:00;21:00;9,2;88;Облака в целом рассеиваются или становятся менее развитыми. ;20–30%.
28.09.2015 0:00;18:00;10,6;85;Дождь (незамерзающий) неливневый. ;70 – 80%.
28.09.2015 0:00;15:00;11,6;82;Состояние неба в общем не изменилось. ;90  или более, но не 100%
28.09.2015 0:00;12:00;11;91;Дождь (незамерзающий) неливневый. ;70 – 80%.
28.09.2015 0:00;9:00;9,6;91;Морось незамерзающая непрерывная слабая в срок наблюдения. ;100%.
28.09.2015 0:00;6:00;8,3;93; ;70 – 80%.
28.09.2015 0:00;3:00;9,3;84; ;Облаков нет.
28.09.2015 0:00;0:00;8,6;88; ;Облаков нет.
29.09.2015 0:00;21:00;7;93; ;10%  или менее, но не 0
29.09.2015 0:00;18:00;9,5;75; ;20–30%.
29.09.2015 0:00;15:00;9,2;79; ;100%.
29.09.2015 0:00;12:00;9,6;79; ;90  или более, но не 100%
29.09.2015 0:00;9:00;8;90;Состояние неба в общем не изменилось. ;70 – 80%.
29.09.2015 0:00;6:00;8,4;88;Морось незамерзающая непрерывная слабая в срок наблюдения. ;100%.
29.09.2015 0:00;3:00;8,3;90; ;40%.
29.09.2015 0:00;0:00;7,7;90; ;Облаков нет.
30.09.2015 0:00;21:00;12,7;84;Состояние неба в общем не изменилось. ;70 – 80%.
30.09.2015 0:00;18:00;13,1;77;Состояние неба в общем не изменилось. ;100%.
30.09.2015 0:00;15:00;13,1;75; ;100%.
30.09.2015 0:00;12:00;11,4;78; ;90  или более, но не 100%
30.09.2015 0:00;9:00;8,9;81; ;40%.
30.09.2015 0:00;6:00;8,2;83; ;70 – 80%.
30.09.2015 0:00;3:00;9,3;78; ;20–30%.
30.09.2015 0:00;0:00;8,2;83; ;20–30%.
01.10.2015 0:00;21:00;12,6;80;Состояние неба в общем не изменилось. ;70 – 80%.
01.10.2015 0:00;18:00;12,8;93;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;100%.
01.10.2015 0:00;15:00;11,7;89;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;100%.
01.10.2015 0:00;12:00;12,4;78;Состояние неба в общем не изменилось. ;90  или более, но не 100%
01.10.2015 0:00;9:00;10,2;81; ;70 – 80%.
01.10.2015 0:00;6:00;9,8;83; ;Облаков нет.
01.10.2015 0:00;3:00;11,6;90; ;70 – 80%.
01.10.2015 0:00;0:00;12,3;89; ;70 – 80%.
02.10.2015 0:00;21:00;13,8;78; ;20–30%.
02.10.2015 0:00;18:00;14,7;79; ;90  или более, но не 100%
02.10.2015 0:00;15:00;14,6;76;Состояние неба в общем не изменилось. ;90  или более, но не 100%
02.10.2015 0:00;12:00;13,8;86;Состояние неба в общем не изменилось. ;100%.
02.10.2015 0:00;9:00;11,8;94;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
02.10.2015 0:00;6:00;11,5;92;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;100%.
02.10.2015 0:00;3:00;11,4;85;Состояние неба в общем не изменилось. ;90  или более, но не 100%
02.10.2015 0:00;0:00;12,6;76; ;90  или более, но не 100%
03.10.2015 0:00;21:00;10;77; ;Облаков нет.
03.10.2015 0:00;18:00;11,2;63; ;10%  или менее, но не 0
03.10.2015 0:00;15:00;11,9;60; ;10%  или менее, но не 0
03.10.2015 0:00;12:00;11,6;54; ;10%  или менее, но не 0
03.10.2015 0:00;9:00;9,8;61; ;10%  или менее, но не 0
03.10.2015 0:00;6:00;10,7;58; ;Облаков нет.
03.10.2015 0:00;3:00;12,2;56; ;Облаков нет.
03.10.2015 0:00;0:00;14,2;67; ;40%.
04.10.2015 0:00;21:00;13,5;74; ;90  или более, но не 100%
04.10.2015 0:00;18:00;15,3;63; ;90  или более, но не 100%
04.10.2015 0:00;15:00;15,9;48; ;40%.
04.10.2015 0:00;12:00;11,6;65; ;20–30%.
04.10.2015 0:00;9:00;7,9;77; ;70 – 80%.
04.10.2015 0:00;6:00;7,4;81; ;60%.
04.10.2015 0:00;3:00;7,6;84; ;Облаков нет.
04.10.2015 0:00;0:00;8,1;82; ;Облаков нет.
